ID	Title	Content	HumorLevel	1	2	3	4	5
L0013	合理加薪	女傭人不慎打碎了花瓶，     女主人大發雷霆地說：「你一個月的工錢，還不夠賠這花瓶的。」     女傭人想了想，答道：「太太，那麼就請你給我多加一倍的工錢吧！」	3	0	0	1	0	0
L0014	取消中間剝削	財務科長對一僱員說：「你太太請求我們把你的月薪支票直接寄給她。」     「為什麼？」     「她說取消中間剝削。」	3	0	0	1	0	0
L0015	一言誤事	「你昨天去找工作，找到了麼？」     「沒有。當面試官和我洽談時，我說了一句該死的廢話！」     「你說錯了什麼？」     「當他問我會不會做這種工作時，我回答說，『這種工作我簡直可以閉著眼睛做』。」     「這話沒錯呀！」     「可他要找的是個守門人！」	3	0	0	1	0	0
L0018	豬的要求	豬找上帝要求投胎做人。     上帝問曰：「耕種？」     豬答：「太苦！」     上帝曰：「做工？」     豬答：「太累！」     上帝曰：「做猴？」     豬答：「太難！」     上帝問：「何求？」     豬答：「能吃，能玩，還能嫖．」     上帝驚曰：「靠！要做公務員啊！」	3	0	0	1	0	0
L0019	上班族【黑話】辭典	如果你在一家大公司工作，那麼你很可能會定期接受人事部門的考評，     得到一兩句簡短的評語，但你瞭解它們的意思嗎？     1.普通員工(不是太聰明)     2.格外出色(目前還沒犯錯誤)     3.善於社交(能喝)     4.觀察能力強(經常打小報告)     5.工作態度熱忱(固執己見)     6.思維敏捷(能迅速找到借口)     7.進取向上(常請大家吃飯)     8.複雜工作上邏輯清晰(能把工作推給別人)     9.判斷能力強(手氣不錯)     10.事業心強(暗地裡害人)     11.為人隨和(隨時可以解雇)     12.模範員工(上班準時)     13.善於釋放壓力(上班打瞌睡)     14.工作第一位(醜得沒有人約)     15.獨立工作能力強(誰也不知道他在幹什麼)     16.眼光長遠(總是一再拖延工作)     17.具有極佳的口才(能瞎扯)     18.溝通能力強(常打電話聊天)     19.踏實忠誠(在別的地方很難找到工作)     20.富於幽默感(能講許多黃色笑話)	2	0	1	0	0	0
L0020	長會	一天，某村在開會，3個小時過去了。會還沒開完，這時，一位中年婦女站起身來向門口走去。     村長：「您幹什麼去，安娜，要知道會還沒有開完。」     中年婦女：「我家裡有孩子呀。」     過了20分鐘，又站起來一位年輕的婦人。     村長：「您要去哪兒呀，列娜，您家裡並沒有孩子呀？」     年輕婦人：「如果我總坐在這裡開會，那麼，我家永遠也不會有孩子的。」	4	0	0	0	1	0
L0021	100美元	一闊少問酒店的侍者：「你最多一次得過多少小費？」     「100美元，」侍者答到。     闊少立即掏出200美元遞給侍者：「下次再有人問你誰給的小費最多時，可別忘了提我的名字。對了，那100美元是誰給你的？」     「也是您，先生。」侍者說。	3	0	0	1	0	0
L0022	為何不笑	一個老闆向他的職員們講了一個並不好笑的笑話，     職員們卻各個笑得前仰後合。只有一個人沒有笑。     老闆走到他的面前問：「你怎麼不像他們那樣笑呢？」     這位職員回答說：「你忘了，我已被你辭退了，用不著笑了！」	3	0	0	1	0	0
L0023	不過是常常來	鮑爾因為屢次觸犯法律而經常在監獄裡進進出出。     一次他又被送上法庭，法官問道：「你常常到法院裡來，有什麼感想？」     「沒什麼想法，只覺得自己運氣不好。」     「難道你就不覺得羞愧嗎？」     鮑爾聽後，毫無愧色地說：「那有什麼，我只不過常常來，而你是天天在這裡。」	3	0	0	1	0	0
L0024	就給你五年的時間	法官對被告說：「你怎麼能證明你是無罪的呢？」     「這得讓我好好想一想。」     「好吧，給你5年的時間，足夠你想了吧！」	4	0	0	0	1	0
L0025	我好調整椅子的高度	一美女去看牙醫。     看到手術器械，感到恐懼。嚷道：「我最害怕鑽牙，我寧願生孩子也不鑽牙！」     男牙醫不耐煩地對她說：「你要生孩子還是要鑽牙，我都會幫你做。不過你還是得選擇一樣，以便我好調整椅子的高度！」	5	0	0	0	0	1
L0026	職業與理想	「我本來希望當一名運動選手，代表國家參加國際性比賽。」     「為什麼沒有實現呢？」     「因為我這個人記性不好，常常把東西搞混。有一次，我還把壘球誤當作鉛球扔呢！」     「那你現在做什麼？」     「在藥房當配藥員。」	3	0	0	1	0	0
L0027	職業習慣	妻子和丈夫一起回家，妻子一進門就把門關上。     丈夫一邊敲門一邊喊：「開門，開門，我還沒進去，真是的！」     做火車售票員的妻子說：「吵啥吵？坐下一趟吧！」	2	0	1	0	0	0
L0028	職業習慣	某局張局長突然接到一封加急電報。     電文是：母親去世，父親病危，望速歸。     閱畢，張局長痛不欲生，邊哭邊在電報回單上簽字。     郵遞員接過回單一看，竟是「同意」二字。	3	0	0	1	0	0
L0029	職業習慣	一個遊客搭乘計程車出遊。半路上他拍拍司機的肩膀，想問一件事，沒想到嚇得司機「哇哇」亂叫。     「啊，對不起，沒想到會嚇著你。」他抱歉道。     「沒關係，小小誤會。」司機道，「今天是我第一天剛開計程車，過去我一直是開靈柩車的。」	3	0	0	1	0	0
L0030	職業習慣	某地方電視台新聞播音員正在播報新聞，     這時一張紙條送到他面前，他拿起紙條習慣性地說：「下面是本台剛收到的消息．．．．．．」     接著打開紙條讀起來：「夥計，你的門牙上有一片兒菠菜葉．．．．．．」	3	0	0	1	0	0
L0031	職業習慣	做警察的小明與朋友一起去打獵，忽然，他看見了一隻梅花鹿，     於是，悄悄地繞到它的身後，舉起槍，大聲喊道：「不許動，舉起手來，不然我就開槍了！」	2	0	1	0	0	0
L0032	附和	公司在體檢前下發了意見徵詢表讓大家選擇體檢項目，員工可在備註欄內提出個人的特殊要求。     一位女同事在備註欄內寫道：「婦科檢查僅限女醫生」。     讓人不解的是，在她之後填表的員工不論男女，許多人都填上了「僅限女醫生」字樣。     更讓人驚訝的是有人在備註欄裡填的是：「僅限25歲以下、本科以上學歷之未婚女醫生。」	3	0	0	1	0	0
L0033	我的卡把機氣吞了	一客戶在提款機提款，因操作不當被吞卡了。     客戶異常著急，立即到櫃台滿臉通紅地問：「小姐，我的卡把機器吞了！怎麼辦？」     櫃台的小姐聽後不僅沒笑，反而異常鎮靜地對客戶說：「難怪今天早上清點的時候發現少了一台機器呢，原來是被你的卡吞了！」     全體同事暴笑，客戶也笑得前仰後合。	3	0	0	1	0	0
L0034	傳真鬥法	年節附近，各家禮品公司都散發許多精美的宣傳單至各公司拉生意，事情就是由一張超精美的宣傳單引起的。     小氣的小王拿了一張精美的宣傳單給女同事，拜託她幫忙傳真給他在北部上班的的哥哥，     並在宣傳單上寫上一行小字：「老哥，這個東西看起來很不錯，我把產品傳真給你看，麻煩你去買，帶回家給老爸老媽一起享用吧！」     隔天，小王收到了他老哥給他的訊息：「老弟，這東西看起來的確不錯，但我這次放假沒辦法回南部老家。所以我傳真兩張千元大鈔給你，就麻煩你裁一裁自已買了吧！」	2	0	1	0	0	0
L0035	去個頭！	某公司經理叫秘書轉呈公文給老闆：     「報告老闆，下個月歐洲有一批訂單，     我覺得公司需要帶人去和他們開會。」     老闆在公文後面短短簽下：「Go a head」。     經理收到之後，馬上指示下屬買機，     擬行程，自己則是整理行李。     臨出發那天，被秘書擋下來。     秘書：「你要幹什麼？」     經理：「去歐洲開會啊！」     秘書：「老闆有同意嗎？」     經理：「老闆不是對我說Go a head嗎？」     秘書：「來公司那麼久，     難道你還不知道老闆的英文程度嗎？     老闆的意思是：去個頭！」	3	0	0	1	0	0
L0036	電話整蠱大法	和一個同事（男）晚上加班趕專案，凌晨12點多才搞定，下樓的時候樓裡已經空無一人，一邊聊天一邊等電梯。     不一會電梯下來了，門一開裡面居然還有個人！是個女孩（估計也是加班才這麼晚走）。     說實話我們兩個被嚇了一跳，沒想到這麼晚會在電梯裡遇見人，愣了一下。     最奇葩的是我那個同事，只見他探頭探腦的看了看電梯裡，說了句「靠，人滿了，擠不下了，咱們還是等下趟吧」。     我面無表情的點了點頭。     電梯門關上的瞬間，那個女孩臉色慘白……	3	0	0	1	0	0
L0037	飛行員職業習慣	深夜，波音737飛行員回家，咚咚敲門。     妻：「誰？」     飛行員幽默地說：「波音737請求著陸！」     突然屋裡一男子喊：「收到，777馬上起飛，給你騰出停機位！」	4	0	0	0	1	0
L0038	狗明星	有一天有一個人帶著一條狗到唱片公司，他說他是這條狗的經紀人，並說他這條狗會唱歌跳舞云云，     老闆不相信，就叫小狗表演一次。當音樂響起，小狗跟著音樂載歌載舞，     老闆目瞪口呆的看著小狗，一邊想著這一次撿到搖錢樹了，就趕快拿出合同希望與狗簽約，     沒想到忽然一條大狗衝進來，把小狗銜走了。     老闆問：「怎麼回事？」     經紀人無奈的表示：「唉！那是他媽媽，他媽媽希望他兒子成為一名醫生，演藝圈太複雜了！」	2	0	1	0	0	0
L0039	鱷魚的大嘴	動物園的管理員站在張開血盆大嘴的鱷魚前面，一個勁地往他嘴裡看。     過路的遊客問：「鱷魚怎麼了？」     管理員道：「還不清楚。醫生到他嘴裡去了後，已有半小時沒有出來了。」	2	0	1	0	0	0
L0040	長大當裁判	維埃裡的兒子對維埃裡說：「爸爸我以後也要當你那樣的足球明星！」     維埃裡傷心的對兒子說：「不，兒子！你長大了還是當一名裁判吧，因為再精彩的進球如果被判成越位的話也只能認倒霉。」	3	0	0	1	0	0
L0041	小雞名字	小雞問母雞：「為什麼人類都有名字，而我們全都叫做雞？」     母雞回答：「人活著的時候都有名字，但死了也全就叫鬼呀？我們雞活著時雖沒有名字，但死了就有很多名字了。」     小雞開心的問：「叫什麼名字阿？」     母雞回答：「炸雞，咖裡雞，白斬雞，燒雞，烤雞，香菇雞，土窯雞……」	3	0	0	1	0	0
L0042	附身	青年：禪師有聽過被鬼附身這件事嗎？     禪師：有。     青年：那要怎樣防止被附身呢？     禪師：全身抹大便。     青年：？？？     禪師：人屎不能附身。	4	0	0	0	1	0
L0043	馬雲求見禪師	馬雲最近因事心煩意亂，便去求見一位德高望重的禪師。     禪師沉默不語，意味深長般地拿出一個熱水袋往裡面倒熱水，倒滿之後，輕輕一抖，熱水袋突然就爆開了。     馬雲若有所思的說：禪師的意思是說這次的難關會像熱水袋一樣不攻自破？還是說……我不應該自我膨脹？」     禪師搖搖頭說：「都不是！我只是要讓你知道….這是我在淘寶網買的。」	4	0	0	0	1	0
L0044	有一位叫馬爽的人往生了	中國人取名字常常都以單名：王丹，李壯，陳勇…          在出殯那天，全家人都痛哭流涕的呼喊他的名字：爽阿…爽阿…爽阿…          一個路人好奇地問：你們家在爽什麼？          全家人頓時泣不成聲的說：爽…死…了…	4	0	0	0	1	0
L0045	妳家人都怎麼叫妳的？	小張在海灘上，看到一位穿著比基尼泳裝的正妹，馬上走過去和她搭訕閒聊。     小張想要知道她的名字，又不想太落於俗套，於是便問：「妳家裡的人都怎麼叫妳的？」     小張心想，這樣他也能夠用較為親切的稱呼，來和她繼續聊下去。     正妹笑了笑，回答道：「我家裡的人，有的叫我『老婆』，有的叫我『媽咪』，有的叫我『阿嬤』…」	2	0	1	0	0	0
L0046	驚喜	我丈夫在國外出差期間，我們四歲的女兒想要一個小弟弟。          「是個好主意，」我對她說，「但是，你不認為應該等到你爸爸回來嗎？」          她的想法更酷。「為什麼我們不能給他一個驚喜呢？	4	0	0	0	1	0
L0047	脫完再上	早上，網咖剛開門，服務小姐在拖地。          小明來了。          小明：「現在能上嗎？」          小姐：「等我脫完了你再上。」          小明：「那我幫你脫吧，你快點讓我上，我先脫你下面，來！抬一下腿	3	0	0	1	0	0
L0048	多個情人	女友不解地問男友：「為什麼男人有很多女朋友會被人羡慕，而女人有很多男友會被鄙視？！          」男友語重心長地說：「就好像是一把鑰匙可以開很多鎖，會被人稱作萬能鑰匙！          而一把鎖若是可以被很多鑰匙開，那就說明鎖有問題！」	4	0	0	0	1	0
L0049	老公外遇離婚嗎？	辦公室有一女同事，為人豪爽可愛，和老公感情特別好。          有一次我們吃飯說起小三，我問她：你老公要是有外遇了，你跟他離婚嗎？          她斜眼看看她老公，淡淡地說：我這輩子沒有離異，只有喪偶！	4	0	0	0	1	0
L0050	這輩子太短了！	結婚30年的老夫妻，慶祝紀念日到日本旅行，夜宿溫泉民宿。          睡到半夜，老先生突然緊緊抱住太太，說：「這輩子太短了！」          太太醒了過來，聽到先生這句話，當場感動掉淚說：「都是緣份啊！」          老先生：…………………….          沒好氣說：「什麼緣份？被子都蓋不到腳啦！」          	3	0	0	1	0	0
L0051	睡過幾個女人	老婆問老公：     老公，這輩子你睡過幾個女人啊？          老公說：     只有妳一個，其他的都讓我整晚睡不著。	4	0	0	0	1	0
L0052	買蛋塔	董事長的助理名叫光光，有天董事長叫助理去買蛋塔然後親自拿去分給公司員工。          一位女性主管吃了後，驚覺非常好吃….          董事長説，這是我託光光去買的，如果喜歡的話，你也可以託光光去買。          女主管面有難色問：一定要脫光光嗎？          董事長説，不託光光也可以，只是託光光去買比較快          要不然等一下我託光光帶你去‼	4	0	0	0	1	0
L0053	四款包	老公：我剛剛逛街，看見四款包，不知道妳喜歡哪一個，所以我全買了！          老婆：哇～（開心）     快拿來我看看！（期待）          老公：豆沙包、肉包、菜包、割包…..	3	0	0	1	0	0
L0054	叫你！沒事學台語！	阿伯腳扭到了，媳婦聽聞後，就叫阿伯去看醫生。     阿伯看了醫生，護士給了一包藥說：「藥效12小時。」     阿伯領了藥就坐在門口…..     過了4.5小時媳婦查覺不對勁，就趕緊跑到醫院，見了公公在那「哈、哈、哈、哈、一直笑」     就問公公在做啥？阿伯生氣回答：「賣吵，醫生說要笑12小時，我才笑4個小時！」          話說護士給了藥後，順口說了一句：「吃飽三粒。」     老伯回到家翻箱到櫃，媳婦見狀，就問公公在找什麼？     老伯說：「找藥，護士要我吃130粒。」          二天後老伯回診，這次醫生沒開藥，只說一句：「多喝水。」     老伯一回到家，就躺在床上，一動也不動。     媳婦一看，大事不妙，便上前詢問。     只見公公說：「醫生要我多喝水(倒好勢)。」          阿伯吃完選舉宴回家時不小心被車子撞倒，被送到附近醫院。     護士小姐看他有點神智不清，就幫他填寫病歷資料，知道阿伯姓林後，     於是問他：「阿伯，你林啥？」(台語)     阿伯答：「我喝兩罐袐魯ㄋㄧㄚˊ。」(台語)     護士：「不是啦！我是問你叫啥？」(台語)     阿伯答：「我叫海帶配滷蛋啦！」(台語)     護士：！@#$%^&*          問不出個所以然，於是護士帶阿伯去照X光。     護士小姐說：「阿伯，你人趴過來。」(台語)     阿伯說：「妳騙我ㄌㄝ不懂，哪有人撞著胸坎要照懶趴？」(台語)          好不容易告訴阿伯趴在X光機上準備要照時，     護士說：「阿伯！我數到3就要照(跑)喔！！(台語)1…2…3」     只見阿伯往X光室外面死命的跑…	5	0	0	0	0	1
L0055	女作家海上日記	週一：遇上船長。     週二：船長邀我共進晚餐。     週三：船長要跟我那個我不從。     週四：船長威脅再不從就把整條船弄沉，淹死七百多人。     週五：我救了七百多人。     週六：連續救了好幾回。     週日：船長喊救命，可是我還想救大家	5	0	0	0	0	1
L0056	應徵工作	有位原住民朋友去應徵工作~          主管問：請問您的學經歷是……？          原：我是台…大歷史的啦！          主管：哦！台大的，很好啊！          原：不是啦！          是抬大理石的啦！	3	0	0	1	0	0
L0057	雜貨店	有個阿婆到雜貨店去          問小姐說：「阿！你這甘有火爐(台語發音)？」          小姐說：「妳要烤身體的還是烤肉用的？」          阿婆說：「烤你去死啦！我要洗頭髮的『飛柔』啦！」	2	0	1	0	0	0
L0058	左右為難	老師：「小新，請用『左右為難』來造句」          小新：「我考試時左右為難」          老師：「是題目不會答，讓你左右為難？」          小新：「不，是左右同學答案不一樣，讓我左右為難」。	3	0	0	1	0	0
L0059	情況緊急	某醫生在家接到同事電話：打麻將，三缺一！          醫生說：我馬上來！          妻子在旁邊問：情況嚴重嗎？          醫生嚴肅地說：很嚴重，已有三位醫生在那了。	4	0	0	0	1	0
L0060	弱女子	「請問禪師，現在社會那麼亂，我這一弱女子應當如何保護自己？」          禪師二話不說，倒了一杯水，立即潑到了女子的臉上。          女子一楞，說道：「難道你是要我保持冷靜，以此對待世界的一切嗎？」          禪師搖搖頭…          「你素顏就可以了」	5	0	0	0	0	1
L0061	精神病院	某立委訪問一精神病院時，問院長：「如何判斷一個精神病患者是否可以出院？」          院長說：「我們會將一個浴缸放滿水，然後提供一個湯匙，一個茶杯和一個水桶給病人，然後請他把浴缸的水弄掉。」     「噢！我了解了。」          立委說：「正常人會選擇用水桶，因為它比湯匙和茶杯都來得大。」          「不！」          院長說：「一個正常人會把浴缸底的塞子拉起來就好了。阿……要不要幫您安排個靠窗戶的床位呀？」	4	0	0	0	1	0
L0062	萬事俱備	累了一天，終於搞定了….          上午把車看好了，也試乘了，BMW7系列，有2014現車，     感覺還可以，計畫後天去付訂金。          下午也去看了房子，獨棟的別墅價格還可接受，160坪的，門口有花園，可停車，折扣也已經談好準備下訂金了。          現在萬事俱備，就看今天的威力彩了。          如果不中的話，今天就他媽的白忙了！	3	0	0	1	0	0
L0063	失眠	病人：「我失眠。」     醫生：「這些藥丸，紅色讓你夢到德華；白色夢到富城；綠色夢到潤發。」     病人大喜問道：「那我全部服下去呢？」          醫生：「那你可以親身見到國榮。」	2	0	1	0	0	0
L0064	不戴比較爽	女：「戴上它！」     男：「不戴比較爽！」     女：「戴了安全點！」     男：「相信我的技術！」     女：「不戴就不讓你上！」     男：「不戴才像男子漢！」     女：「你煩不煩啊！騎摩拖車戴安全帽會死啊？」	3	0	0	1	0	0
L0067	避孕藥	情人節後第二天，有一美女頭痛去看醫生。     醫生問：「有甚麼不舒服？」     美少女：「吃了20粒避孕藥，頭痛。」     醫生問：「爲何不按說明書服用？」     美少女：「就是按説明書，說明書上寫著：一次一粒。」     醫生：……	4	0	0	0	1	0
L0068	上國文課	老師說：「以後上䋄發言不要再隨便自稱「筆者」因為現在根本沒人用筆寫字」     學生反問：「那要怎麼稱呼？」     老師說：「鍵人」     學生接著問：「那用滑鼠的人呢？」     老師說：「叫鼠輩」     學生又問：「那智慧型手機都用觸控式的．又沒䭈盤、沒滑鼠、又該怎麼稱呼？」     老師說：「叫觸生」	4	0	0	0	1	0
L0069	喝悶酒	老公心情不好，一個勁的喝悶酒，     老婆問：你在幹嘛？     老公說：別跟我說話，我想靜靜！     老婆轉過身一個巴掌呼了過去，     問：他媽的~靜靜是誰？          人生有時候想靜靜都難	3	0	0	1	0	0
L0070	買內衣	老婆腳受傷叫老公幫忙買内农，老公問也没問就跑到女性内衣店。     店員問你太太的罩杯多大啊？老公忽然想不起來！     店員就問：有柚子大嗎？老公說没有。     店員又問有橘子大嗎？先生說也没有，     店員又問總有雞蛋大吧！     先生回答有，但是是煎熟的。	4	0	0	0	1	0
L0071	酒後開車	五位好朋友在喝酒，然後他們決定開車去續攤！     半路被警察攔下，警察說：怎麼有酒味？     開車朋友說：警察先生你喝醉了喔，我們明明才五位哪有九位。	3	0	0	1	0	0
L0072	爆笑詐騙電話	昨天接到一個不認識的電話，     不像本土口音，上來就直呼我的名字！     「王總！」     「你是誰呀？」     「你的老朋友啊」     「誰呀？」     「台東的老朋友啦，連我的聲音你都聽不出來了？」     「你是？」     「哎呀，王總你貴人多忘事啊」     我是真的被問住了，想不起來這個聲音，又寒暄了半天，     對方就是不說自己的名字，最後我不耐煩了，     「你不說就算了」我就把電話掛了。後來想想有點不對勁，     可能是騙子，如果我把對方的聲音認做某個老朋友，     對方就會想辦法講故事騙錢了。     我就按照剛才顯示的號碼把電話撥回去了。     我說：「你是台東的張XX吧」     「對呀對呀對呀，看看，我說你貴人多忘事，連我的聲音都聽不出來了。」     「對不起啊，XX，我還以為誰和我開玩笑吶」     「王總啊，我準備去台北出差，順便請你吃飯……」     我問：「XX，你母親的癌症怎麼樣了」     對方呆了一下：「喔……還是老樣子」     「唉，得了這病也沒辦法。你爸車禍的案子結了嗎？」     「喔……差不多了」     「行啊，人都走了，賠不賠的也別太在意了~」     「嗯…」     我又問：「強姦你老婆的流氓逮到了沒啊？」     「逮到了，逮到了」     我又問「你兒子沒屁眼的手術做了沒啊？」          對方沈默了10秒鐘，沒說出話來，把電話掛了……	3	0	0	1	0	0
L0073	臥底被識破	我當臥底多年，今天卻被大哥識破了     因為大哥跟我去看電影     售票小姐問我：您要買什麼票？     我說：軍警票。	4	0	0	0	1	0
L0074	都拿去吧	小明不小心把愛瘋4掉到河裡，河神很可憐他，就從河裡拿出一個愛瘋5問是不是他的，小明搖頭。     又拿出一個愛瘋4S問他，小明依舊搖頭。     最後拿出了愛瘋4，小明點頭說：這個才是我的。     河神大悅：誠實的孩子，這3個愛瘋你都拿去吧，反正也不能用了…	4	0	0	0	1	0
L0075	跟別人結婚，你怎麼辦	女友是個家裡只有老媽的單親家庭。     女友問：「如果哪天我要跟別人結婚，你怎麼辦？」     我回答：「我會泡你老媽，然後成為你爸，最後極力反對這門婚事。」	3	0	0	1	0	0
L0076	精神病	父親帶著兒子去看精神病醫生。     父親給醫生說：「兒子覺得自己是母雞，已經有半年了！」     醫生：「啊！都半年了，為什麼不早來？」     父親：「因為我想吃雞蛋呀！」	4	0	0	0	1	0
L0077	夢話	清晨，唐僧從夢中醒來，發現孫悟空跪在自己的床前，於是便問：「悟空，你怎麼了？」     孫悟空滿臉淚水的說：「師父，我求您了，下次說夢話，不念緊箍咒，行嗎？」	3	0	0	1	0	0
L0078	你為啥長的那麼白	有一天，一坨黑色的大便看到了一坨白色的大便，黑大便問：你為啥長的那麼白，那麼漂亮？     白大便聽了非常生氣，說：我不是大便！我是冰淇淋！	2	0	1	0	0	0
L0079	覺得他很可憐	小明坐在家門口吃雪糕，不遠處站著一個衣衫襤褸的小男孩正眼巴巴的瞅著他，垂涎欲滴的樣子。     小明覺得他很可憐，就招手讓小男孩過來。     然後遞給他一個板凳說：「來，坐著看！」	4	0	0	0	1	0
L0080	從來沒打過我	女兒：我爸最疼我了，在我記憶中他從來沒打過我。     父親：我以前很凶，小孩不聽話就打，直到有一次把閨女打失憶了……	3	0	0	1	0	0
L0081	兄弟就是有種	一位黑道兄弟去牙科診所拔牙，     拔完後拿藥單去藥局領藥…     回家後，忘了藥師交代的服用方式…     情急之下，打電話回牙科診所詢問     兄弟：「藥那麼多顆，怎麼吃？」     護士：「你有腫就吃，沒腫就不要吃囉。」          結果，這位兄弟就把所有的藥都吃了…	3	0	0	1	0	0
L0082	爺爺唸書	76歲的爺爺突然決定去唸書，並從小學上起。     小孫子說：「您想上學不錯，可有件事情不太好辦。」     爺爺：「什麼事？」     孫子：「萬一老師叫請家長，您讓誰去呢？」	2	0	1	0	0	0
L0083	煞費苦心	甲婦：「看起來你好像很累！」     乙婦：「是呀！我先生住院，我日夜都得守著他。」     甲婦：「你為何不請一個護士幫忙照顧呢？」     乙婦：「就是因為請了護士，才需要我日夜都顧好我先生啊！」	3	0	0	1	0	0
L0084	分遺產	老人臨終前給兒子分遺產。          對大兒子說：「你媳婦快生小孩了，把存折留給你。」          對二兒子說：「你馬上就要結婚，我把房子留給你」          最後，對小兒子說：「最不放心你了，現在還沒個女朋友，就把最寶貴的遺產留給你吧。」          小兒子心中竊喜，          老人說：「我要把line的帳號給你，好友欄裡有一百多個年輕姑娘。」	3	0	0	1	0	0
L0085	別告訴老師	一男生暗戀一女生許久。          一天自習課上，男生終於鼓足勇氣寫了張字條給那個女生，上面寫著：其實我注意你很久了。          不一會兒，字條又傳回來，上面寫著：拜託別告訴老師，我保證以後再也不上課嗑瓜子了！	3	0	0	1	0	0
L0086	見貨付錢	月黑風高，毒販與黑道老大進行交易。          毒販拿出一個黑色皮箱，放到桌上，打開一看，裡面滿滿都是海洛因。          毒販對老大說道，公平交易！見貨付錢！          黑道老大勃然大怒，掏出手槍對著毒販，邊開槍邊喊…          你他媽才是賤貨！你他媽才是賤貨！	3	0	0	1	0	0
L0087	生過小孩的地方	一漂亮女子穿迷你超短裙在公車上遇一流氓。流氓說：「小姐，讓我看看你的大腿！給你50元。」     女子說：「這樣吧，先給我100元，等公車到站後，我讓你看看我生過小孩的地方。」     流氓高興地不得了。     等公車到了站，她朝著路邊的醫院指著說：「你看，這就是我生過孩子的地方！」	4	0	0	0	1	0
L0088	算命	有一個人，三十幾歲了依然事業無成，工作也找不到，事業也做不成，都一直賺不到錢。          於是，去找算命師算個命看看。          「你啊，將會一直窮困僚倒，直到四十歲。」          那個人聽了，眼睛為之一亮，心想有轉機了，馬上問說：「然後呢？」          「然後喔………」算命師看了一下他的命盤接著說：「然後你就習慣了。」	3	0	0	1	0	0
